product_ean,product_description,product_image,offer_ean,offer_currency,offer_original_price,offer_new_price,offer_discount,offer_percent_discount,offer_stock,offer_stock_unit,offer_start_time,offer_end_time,offer_last_update,store_id,store_name,store_brand,store_lat,store_lng,store_street,store_city,store_zip,store_country,store_hours_today,store_hours_tomorrow
5712876320841,KRYDR KØDBOLLER SALLING,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/b8c0c189a4157ce0ab8eecb2075c67a9",5712580335049,DKK,25.01,12,13.01,52.02,6,each,2026-03-27 11:57:20,2026-03-31 21:59:59,2026-03-27 11:57:51,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712878006484,BLANDEDE OLIVEN SALLING,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",5712580335056,DKK,25.06,13,12.06,48.12,1,each,2026-03-27 11:58:18,2026-04-03 21:59:59,2026-03-27 11:58:51,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712875825408,GRILLPØLSE OST SALLING,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/0e02b5a6d9015242e25c53fe5da1cb1d",5712580335063,DKK,36,15,21,58.33,15,each,2026-03-27 12:00:19,2026-04-02 21:59:59,2026-03-27 12:00:53,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712875034633,FRANKFURT M OST SALLING,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",5712580335087,DKK,36,18,18,50,4,each,2026-03-27 12:05:27,2026-04-02 21:59:59,2026-03-27 12:05:54,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5710405312275,CHILI BEARNAISE ERIKS,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/6d76d04b-f728-4a3f-b4f0-a66bd55b70d1",5712580333007,DKK,27.95,15,12.95,46.33,2,each,2026-03-26 16:16:37,2026-04-09 21:59:59,2026-03-27 12:25:45,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712874624149,KYLL. TERN SALLING,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",5712580335124,DKK,17.46,8,9.46,54.18,5,each,2026-03-27 12:42:01,2026-04-02 21:59:59,2026-03-27 12:42:37,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5707196354140,HAMBURGERRYG FRILANDS,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/06707a927949a6c423e774b5c5780bcc",5712580335162,DKK,18.01,9,9.01,50.03,1,each,2026-03-27 12:46:42,2026-04-02 21:59:59,2026-03-27 12:47:14,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5707196354270,OKSESPEGEPØLSE FRILANDS,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/d94f6526f8dd5be394beb74399115cc0",5712580335186,DKK,19.01,10,9.01,47.4,1,each,2026-03-27 12:48:25,2026-04-02 21:59:59,2026-03-27 12:49:51,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5701246002203,VIKING I SKIVER KOHBERG,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/e26eb9a4-98f9-4f63-9699-c51ef6cfd353",5712580333229,DKK,18.99,8,10.99,57.87,7,each,2026-03-26 16:37:46,2026-03-28 22:59:59,2026-03-27 12:55:46,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5711953161278,DANBO 45+ ML RIBERHUS,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",5712580329888,DKK,73.65,41,32.65,44.33,2,each,2026-03-25 09:57:50,2026-04-01 21:59:59,2026-03-27 12:55:46,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712878275262,BIERWURST SALLING,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",5712580335247,DKK,15.95,8,7.95,49.84,4,each,2026-03-27 12:58:38,2026-04-02 21:59:59,2026-03-27 12:59:09,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712874717704,VEG PEBERFRUGT SALLING VEG,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/a4c53922-853a-4205-ac26-619a2cb4be76",5712580335254,DKK,15,8,7,46.67,2,each,2026-03-27 12:59:44,2026-04-03 21:59:59,2026-03-27 13:00:21,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5713300019027,MANGO/BANAN PRINCIP,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/ae92dcb7-1d7d-4f9e-9762-41a3193cedf2",5712580335278,DKK,22.5,10,12.5,55.56,4,each,2026-03-27 13:18:22,2026-04-03 21:59:59,2026-03-27 13:18:49,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
7350000553215,KEFIR JORDBÆR ACTIVIA,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/445058a6d9f4862a0d2ecb02c6544537",5712580335285,DKK,13.95,8,5.95,42.65,6,each,2026-03-27 13:20:24,2026-04-02 21:59:59,2026-03-27 13:20:53,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
7350000553208,KEFIR MANGO ACTIVIA,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/b7abd2f66d29e442dc69317b7e49e253",5712580335292,DKK,13.95,7,6.95,49.82,3,each,2026-03-27 13:21:18,2026-04-02 21:59:59,2026-03-27 13:21:50,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712878010108,KYL I KARRY MK,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",5712580335308,DKK,65.99,30,35.99,54.54,1,each,2026-03-27 13:23:47,2026-04-11 21:59:59,2026-03-27 13:24:21,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712877123953,FRI BACON STK. SALLING PRIN,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/8fdc05ce5c579c62f0a2686a44eba3ed",5712580333076,DKK,36.95,24,12.95,35.05,1,each,2026-03-26 16:34:15,2026-04-02 21:59:59,2026-03-27 13:55:55,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712875448249,DESSERT PANDEKA PRINCIP,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/3c87c3d193188c6b6ebccd34b1a550a1",5712580335148,DKK,26.99,13,13.99,51.83,3,each,2026-03-27 12:43:03,2026-04-01 21:59:59,2026-03-27 14:41:05,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712875488726,GRØN PESTO PRINCIP,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/cdd13b3a324dbe3eb465a7913f84407b",5712580335018,DKK,26.04,13,13.04,50.08,11,each,2026-03-27 11:52:32,2026-04-03 21:59:59,2026-03-27 14:41:05,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712876147349,HUMMUS BUDGET,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/6c23b5ee7ddabbe849c2153be63942e1",5712580335155,DKK,13.75,8,5.75,41.82,5,each,2026-03-27 12:43:15,2026-04-02 21:59:59,2026-03-27 14:41:05,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712878188456,TOMATDIP SKYR SALLING,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",5712580334974,DKK,24.95,13,11.95,47.9,5,each,2026-03-27 11:48:41,2026-04-01 21:59:59,2026-03-27 14:41:05,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5701852266129,LETMÆLK TJELE GODS,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/66475600efb79ad000d3d45366e15f9b",5712580332864,DKK,16.44,13,3.44,20.92,2,each,2026-03-26 15:40:36,2026-03-30 21:59:59,2026-03-27 16:26:24,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5707196312645,ØKO FLÆSKESTEG SALLING ØKO,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/a78cace59120f9a547dcd121fd6a80d6",5712580332314,DKK,159.9,125,34.9,21.83,2,each,2026-03-26 08:45:46,2026-03-29 21:59:59,2026-03-27 16:41:27,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5707735950918,PAN. SCHNITZLER SLAGTEREN,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/9449767cae53dd5edbf31caf8c08c938",5712580336428,DKK,70,25,45,64.29,2,each,2026-03-28 11:09:56,2026-03-28 22:59:59,2026-03-28 11:10:24,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712873769315,MOZZARELLA SALLING ØKO,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/02cfb889-a42a-4a27-95f3-fe70b22c5a12",5712580332871,DKK,17.28,12,5.28,30.56,2,each,2026-03-26 15:45:24,2026-04-04 21:59:59,2026-03-27 18:11:31,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5729100106133,MAR. KAMBEN SLAGTEREN,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/3d4cfa40291edf319d8fe72d3cdfdcd1",5712580336442,DKK,70,30,40,57.14,7,each,2026-03-28 11:10:47,2026-03-29 21:59:59,2026-03-28 11:12:24,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5038862131186,ÆBLEJUICE 330 ML,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/531242d1-12a1-4b90-a789-ce9d636b167b",5712580333311,DKK,17.95,14,3.95,22.01,1,each,2026-03-26 16:57:00,2026-03-30 21:59:59,2026-03-27 18:26:34,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712878095808,PENNE KYLLING SALLING NU,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",5712580333212,DKK,32.99,25,7.99,24.22,2,each,2026-03-26 16:37:32,2026-03-30 21:59:59,2026-03-27 18:26:34,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
7311070014211,GRØDBRØD PÅGEN,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/bb622dbe-bca4-427e-81c4-f07ce4e0ffd0",5712580335926,DKK,33.16,20,13.16,39.69,1,each,2026-03-27 18:40:02,2026-03-29 21:59:59,2026-03-27 18:40:29,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5701205007195,SKYRBOLLE LEVEBRØD,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/2e0d50ac-7bbb-4b1d-9134-0e7513abe981",5712580335940,DKK,27.94,12,15.94,57.05,1,each,2026-03-27 18:43:41,2026-03-29 21:59:59,2026-03-27 18:44:00,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5701246037991,FAMILIERUGBRØD KOHBERG,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/2edcc68bb9170195e73a3a25d32c6915",5712580335995,DKK,19.99,12,7.99,39.97,1,each,2026-03-27 18:53:08,2026-03-29 21:59:59,2026-03-27 18:53:31,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712874230838,KYLLING SUR/SØD SALLING NU,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/e1cd7888-6f65-4e40-98d0-dc4602f93046",5712580336015,DKK,33.99,15,18.99,55.87,1,each,2026-03-27 18:55:10,2026-03-28 22:59:59,2026-03-27 19:41:43,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712871634165,SOLSIKKERUGBRØD SALLING,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/8144fd7e-0201-4f08-877b-7c6957068cf7",5712580335971,DKK,7.95,6,1.95,24.53,3,each,2026-03-27 18:49:58,2026-03-29 21:59:59,2026-03-27 19:41:43,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712878311540,SURDEJSKERNESTY SALLING,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",5712580335957,DKK,14.95,7,7.95,53.18,5,each,2026-03-27 18:44:59,2026-03-29 21:59:59,2026-03-27 19:41:43,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5705333203931,KROPØLSE C. VOLLSTEDT,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/c5ec30f86c571beb6c36fcaf9f3fbab9",5712580332918,DKK,41.12,26,15.12,36.77,8,each,2026-03-26 16:01:31,2026-04-02 21:59:59,2026-03-28 06:40:37,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5707196305111,MEDISTER 500G SLAGTEREN,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/74ecdf2d1adac62f208b9f0699462147",5712580334615,DKK,34.95,25,9.95,28.47,4,each,2026-03-27 10:54:06,2026-03-28 22:59:59,2026-03-28 08:10:42,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712875446030,SMÅ RØDE PEBER SALLING,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/e5d1809db737952a47a08c95398a2faa",5712580333267,DKK,25.01,16,9.01,36.03,1,each,2026-03-26 16:43:20,2026-03-30 21:59:59,2026-03-28 08:55:48,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712878117197,STENOVNS LIMPA SALLING PRIN,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",5712580335933,DKK,27.95,12,15.95,57.07,5,each,2026-03-27 18:40:51,2026-03-29 21:59:59,2026-03-28 09:10:53,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5705010084167,HINDBÆR DRIK VALSØLILLE,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/2d3149e3b0d9d9be7487c6f1db0b8f80",5712580266572,DKK,39.95,22,17.95,44.93,5,each,2026-02-27 12:42:08,2026-03-31 21:59:59,2026-03-28 09:25:51,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712875648854,BURG. SKINKE SALLING,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",5712580332949,DKK,18,11,7,38.89,1,each,2026-03-26 16:10:00,2026-03-30 21:59:59,2026-03-28 10:25:59,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5712873532728,REMOULADE SALLING,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/84e0a4a2-348a-41eb-b365-a805fb26d109",5712580332925,DKK,16.98,7,9.98,58.78,9,each,2026-03-26 16:04:16,2026-04-07 21:59:59,2026-03-28 10:41:08,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5707735952172,GYROS SLAGTEREN,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/90a4b377d4c814ebc09fac632f74331c",5712580336435,DKK,70,46,24,34.29,4,each,2026-03-28 11:10:28,2026-03-29 21:59:59,2026-03-28 11:11:08,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5707196309867,SKAFTKOTELET ANTONIUS,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/7f2dfa39c62c122dc8ad94e0fc6474c7",5712580336480,DKK,70,25,45,64.29,1,each,2026-03-28 11:13:13,2026-03-29 21:59:59,2026-03-28 11:13:39,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5707196313208,HK. GRIS 8-12% ANTONIUS,,5712580336503,DKK,70,33,37,52.86,5,each,2026-03-28 11:13:57,2026-03-29 21:59:59,2026-03-28 11:14:21,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5700426293912,ØKO LETMÆLK ARLA,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/f1a80244-ff47-481c-92b3-81e15fa7a365",5712580334813,DKK,14.5,11,3.5,24.14,5,each,2026-03-27 11:14:05,2026-03-31 21:59:59,2026-03-28 11:26:05,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5707196313222,HK. GRIS/KALV ANTONIUS,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/3b23282af47eb7b26a34aa4f727778cb",5712580336497,DKK,70,43,27,38.57,1,each,2026-03-28 11:13:34,2026-03-29 21:59:59,2026-03-28 11:41:10,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5701205001582,SOLSIKKERUGBR. DET GODE,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/9858b501-789c-4f4e-9889-281daf32df73",5712580335964,DKK,14.85,8,6.85,46.13,4,each,2026-03-27 18:47:47,2026-03-29 21:59:59,2026-03-28 11:56:12,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5701977001827,HAVREDRIK NATURLI,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/8fc7c863d1cc2df133efabd020899bd5",5712580276830,DKK,10.1,7,3.1,30.69,28,each,2026-03-03 10:52:45,2026-04-30 21:59:59,2026-03-28 11:56:12,d9e869ab-c63c-4218-9932-321d470b7428,føtex Eternitten,foetex,57.0375,9.935315,Synergivej 5,Aalborg,9000,DK,07:00-21:00,07:00-21:00
5701150000845,KARTOFFELSALAT FLENSTED,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/4e5d9aa8659c73c430c1b6a5a4e8442e",5712580177601,DKK,12,11,1,8.33,3,each,2026-03-27 07:53:29,2026-04-25 21:59:59,2026-03-27 12:38:00,2da2b92a-25c8-48cf-a4a1-7c56b4469a02,Netto Aalborg,netto,57.0230297,9.8749714,Skelagervej 301,Aalborg,9000,DK,07:00-22:00,07:00-22:00
5701205009823,GILLELEJE HAVN SCHULSTAD,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/08cf2494ade1a5d0197e1060d35d2cff",5712580176833,DKK,15,11,4,26.67,1,each,2026-03-26 16:24:43,2026-03-28 22:59:59,2026-03-27 12:53:03,2da2b92a-25c8-48cf-a4a1-7c56b4469a02,Netto Aalborg,netto,57.0230297,9.8749714,Skelagervej 301,Aalborg,9000,DK,07:00-22:00,07:00-22:00
7350000553222,JORDB/BAN 4PAK ACTIMEL,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/2c517da232f5cd07420e6a8cb502ce6a",5712580177298,DKK,24.95,19,5.95,23.85,1,each,2026-03-26 18:06:18,2026-03-30 21:59:59,2026-03-27 13:23:04,2da2b92a-25c8-48cf-a4a1-7c56b4469a02,Netto Aalborg,netto,57.0230297,9.8749714,Skelagervej 301,Aalborg,9000,DK,07:00-22:00,07:00-22:00
5740900403949,LET SMØR LURPAK,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/599020d9-7098-4f6b-98a3-f972f400ce11",5712580177243,DKK,28.98,15,13.98,48.24,22,each,2026-03-26 17:49:24,2026-03-30 21:59:59,2026-03-27 14:08:10,2da2b92a-25c8-48cf-a4a1-7c56b4469a02,Netto Aalborg,netto,57.0230297,9.8749714,Skelagervej 301,Aalborg,9000,DK,07:00-22:00,07:00-22:00
5701246042322,PROTEIN SANDWIC KOHBERG,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/0c351f7dec0f5c1b58f961d2414d6ab3",5712580178455,DKK,22,17,5,22.73,1,each,2026-03-27 15:29:35,2026-03-29 21:59:59,2026-03-27 17:53:50,2da2b92a-25c8-48cf-a4a1-7c56b4469a02,Netto Aalborg,netto,57.0230297,9.8749714,Skelagervej 301,Aalborg,9000,DK,07:00-22:00,07:00-22:00
5700426293929,ØKO SKUMMETMÆLK ARLA,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/25463f94-1267-4d58-82e7-25c0d3aaa358",5712580177274,DKK,12.95,9,3.95,30.5,3,each,2026-03-26 17:57:05,2026-03-28 22:59:59,2026-03-27 15:38:30,2da2b92a-25c8-48cf-a4a1-7c56b4469a02,Netto Aalborg,netto,57.0230297,9.8749714,Skelagervej 301,Aalborg,9000,DK,07:00-22:00,07:00-22:00
5711953018572,HVID CASTELLO,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/3ab7bcb494f48541d1f2af055258c630",5712580177458,DKK,42,33,9,21.43,3,each,2026-03-27 07:44:43,2026-05-12 21:59:59,2026-03-27 15:38:30,2da2b92a-25c8-48cf-a4a1-7c56b4469a02,Netto Aalborg,netto,57.0230297,9.8749714,Skelagervej 301,Aalborg,9000,DK,07:00-22:00,07:00-22:00
