timestamp,run_duration_seconds,total_unique_products,mysql_inserted,mysql_updated,mysql_refreshed,chroma_already_present,chroma_embedded,chroma_failed,pipeline_status,failed_step
2026-06-05 18:45:04,11.36,2045,0,0,2045,2045,0,0,success,
2026-06-05 19:00:04,12.22,2045,0,0,2045,2045,0,0,success,
2026-06-05 19:15:04,11.9,2045,0,0,2045,2045,0,0,success,
2026-06-05 19:30:04,11.64,2045,0,0,2045,2045,0,0,success,
2026-06-05 19:45:05,11.73,2045,0,1,2044,2045,0,0,success,
2026-06-05 20:00:04,11.76,2045,0,0,2045,2045,0,0,success,
2026-06-05 20:15:04,11.79,2045,0,0,2045,2045,0,0,success,
2026-06-05 20:30:05,11.64,2045,0,0,2045,2045,0,0,success,
2026-06-05 20:45:04,12.18,2045,0,0,2045,2045,0,0,success,
2026-06-05 21:00:05,11.64,2045,0,0,2045,2045,0,0,success,
2026-06-05 21:15:04,12.11,2045,0,0,2045,2045,0,0,success,
2026-06-05 21:30:04,11.52,2045,0,1,2044,2045,0,0,success,
2026-06-05 21:45:05,12.11,2045,0,0,2045,2045,0,0,success,
2026-06-05 22:00:05,12.05,2045,0,0,2045,2045,0,0,success,
2026-06-06 04:00:05,11.86,2045,0,0,2045,2045,0,0,success,
2026-06-06 04:15:04,11.85,2045,0,0,2045,2045,0,0,success,
2026-06-06 04:30:04,11.69,2045,0,0,2045,2045,0,0,success,
2026-06-06 04:45:04,11.7,2045,0,0,2045,2045,0,0,success,
2026-06-06 05:00:04,12.9,2046,1,0,2045,2045,1,0,success,
2026-06-06 05:15:05,11.83,2046,0,0,2046,2046,0,0,success,
2026-06-06 05:30:04,11.97,2046,0,0,2046,2046,0,0,success,
2026-06-06 05:45:04,11.65,2046,0,0,2046,2046,0,0,success,
2026-06-06 06:00:05,11.85,2046,0,0,2046,2046,0,0,success,
2026-06-06 06:15:04,12.01,2046,0,0,2046,2046,0,0,success,
2026-06-06 06:30:04,11.62,2046,0,0,2046,2046,0,0,success,
2026-06-06 06:45:04,11.61,2046,0,0,2046,2046,0,0,success,
2026-06-06 07:00:04,11.53,2046,0,0,2046,2046,0,0,success,
2026-06-06 07:15:04,11.81,2046,0,0,2046,2046,0,0,success,
2026-06-06 07:30:05,12.27,2047,1,0,2046,2046,1,0,success,
2026-06-06 07:45:05,11.78,2047,0,0,2047,2047,0,0,success,
2026-06-06 08:00:04,11.78,2047,0,0,2047,2047,0,0,success,
