timestamp,query,duration_seconds,active_products_in_pool,nearby_stores,recipes_found,recipe_1_title,recipe_2_title,recipe_3_title,prompt_id,recipe_1_substitutions_made,recipe_1_candidate_eans,recipe_1_candidate_descriptions,recipe_2_substitutions_made,recipe_2_candidate_eans,recipe_2_candidate_descriptions,recipe_3_substitutions_made,recipe_3_candidate_eans,recipe_3_candidate_descriptions,location_filter_applied,dist_unit,max_dist,user_address,max_minutes,pipeline_status,failed_step
2026-05-31 18:07:14,noget nemt og hurtigt aftensmad,2.81,85,Netto Danmarksgd. Aalborg | føtex Aalborg,3,One pot med skinke og broccoli ,Aspargespande med rejer ,Hurtig kartoffelsuppe med squashbrød,few_shot,1,5712872143253 | 5707196372595 | 5712872135173,FULDK KRYDDERBO SALLING | RØGET SKINKE PÅLÆKKER | FULDKORNSSAND. SALLING,0,5712872143253 | 5712872136057,FULDK KRYDDERBO SALLING | GULERODSBOLLER SALLING,2,5712876101587 | 5712872135173,CHEDDAR SKIVER SALLING | FULDKORNSSAND. SALLING,True,min,15,Østre Havnegade 5,,success,
2026-05-31 18:10:17,noget søndagsret til at simre,2.22,85,Netto Danmarksgd. Aalborg | føtex Aalborg,3,Kalvebov med bønner og kålpølser,Gammeldags oksesteg,Sorte gryde,few_shot,2,5712872143253 | 5707196372533 | 252916 | 5701205005320,"FULDK KRYDDERBO SALLING | ROASTBEEF PÅLÆKKER | GRILLBAKKE BEN,PØLSE,KOT | FULDKORNSBOL. LEVEBRØD",0,5707196372533 | 5712872143253,ROASTBEEF PÅLÆKKER | FULDK KRYDDERBO SALLING,0,5707196372533 | 5704080960302,ROASTBEEF PÅLÆKKER | KYLLING OG OKSE 3-STJERNET,True,min,15,Østre Havnegade 5,,success,
2026-05-31 18:20:21,langtidssimreret,4.64,75,Netto Danmarksgd. Aalborg | føtex Aalborg,3,Kalvebov med bønner og kålpølser,Langtidsstegt oksemørbrad ,Oksemørbrad med pommes Anna og baconsauce,few_shot,2,5707196372533 | 252916 | 5701205005320,"ROASTBEEF PÅLÆKKER | GRILLBAKKE BEN,PØLSE,KOT | FULDKORNSBOL. LEVEBRØD",0,5704080960302 | 5707196372533,KYLLING OG OKSE 3-STJERNET | ROASTBEEF PÅLÆKKER,1,5707196372533 | 250900 | 5704080960302,ROASTBEEF PÅLÆKKER | GRILLBAKKE 2 SLAGTERMEST. | KYLLING OG OKSE 3-STJERNET,True,min,15,Østre Havnegade 5,,success,
2026-06-01 05:21:06,spaghetti carbonara,3.68,250,,3,Spaghetti Carbonara med fløde,Spaghetti og torsk med parmaskinke,"Pasta med grønt, bacon og hytteost",few_shot,2,5712878202008 | 5712876101587 | 5707196214345 | 5712874349691 | 5704000502285,PANCETTA SALLING PRIN | CHEDDAR SKIVER SALLING | BACON 5-PAK TULIP | BACONPOSTEJ SALLING | BACON-PEBER POSTEJ STRYHNS,2,5712872135173 | 5711953052064 | 5712876101587 | 5707673107276 | 5707196252767,FULDKORNSSAND. SALLING | 45+ ML M. KOM SALLING | CHEDDAR SKIVER SALLING | DANBO 45+ ML SALLING ØKO | HK GRIS/KALV VELSMAG,2,5712878202008 | 5712874349691 | 5704000502285 | 5707196214345,PANCETTA SALLING PRIN | BACONPOSTEJ SALLING | BACON-PEBER POSTEJ STRYHNS | BACON 5-PAK TULIP,False,,,,,success,
2026-06-01 05:21:56,brownie,1.89,250,,3,Brownie,Brownie med søde kartofler,Sweet potato brownie,few_shot,1,5712877055537 | 5701043001010 | 5701012523789 | 5701977002466 | 5712878239035 | 5712875381836 | 5701012408499 | 5710328002277 | 5712874603977 | 5701205001568,BUTTERDEJ NÆMT | ØKO. SMØRBAR BAKKEDAL | MØRKT RUGBRØD GAMLE MØLLE | SMØRBAR SILVER NATURLI | SOLSIKKERUGBRØD ØGO | SOLSIKKESTYKKER GAMLE MØLLE | SOLSIKKERUGBRØD GAMLE MØLLE | ØKO SMØR LØGISMOSE | KRYDDERBOLLER FK GAMLE MØLLE | DGR. SOLSIKKE DET GODE,2,42373261 | 5712878239035 | 5713307900045 | 5701246102835 | 5712874603977 | 5701205001568 | 5712878239011 | 5712872136071 | 5712874935283 | 5712874603960,MIX VAN/CHOCO MÜLLER | SOLSIKKERUGBRØD ØGO | CHIAGRØD M/ MANGO THE PROTEIN KITCHEN | SOLSIKKE KOHBERG | KRYDDERBOLLER FK GAMLE MØLLE | DGR. SOLSIKKE DET GODE | SOLSIKKERUGBRØD SALLING ØKO | KRYDDERBOLLER SALLING | SURDEJSBOLLER SALLING ØKO | KRYDDERBOLLER GAMLE MØLLE,1,5712874603977 | 5701043001010 | 5712874603960 | 5712877979406 | 5712874603953 | 5712872136071,KRYDDERBOLLER FK GAMLE MØLLE | ØKO. SMØRBAR BAKKEDAL | KRYDDERBOLLER GAMLE MØLLE | FLAMMKUCHEN SALLING | GULERODSBOLLER GAMLE MØLLE | KRYDDERBOLLER SALLING,False,,,,,success,
2026-06-01 05:22:17,tomatsuppe,3.51,250,,3,Tomatsuppe med kylling og grillet peberfrugt,Hurtig tomatsuppe med kylling og spidskål,Krabbesuppe af egen fangst ,few_shot,2,5707196357332 | 5704080960333 | 5712872135173,SAN. KYL. TOMAT PÅLÆKKER | KYL.BRYST T. 1H 3 STJERNET | FULDKORNSSAND. SALLING,2,5707196357332 | 5712872135173 | 5704080960333 | 5712877263307 | 5712878118514,SAN. KYL. TOMAT PÅLÆKKER | FULDKORNSSAND. SALLING | KYL.BRYST T. 1H 3 STJERNET | RUNDE HVEDESTYK SALLING | MIDDELHAVSBRØD SALLING PRIN,3,5704000521057 | 5707196357332 | 5712873949342 | 5711953140334 | 5712872135173 | 5710328002277 | 5701205010096,KRABBESALAT SØNDER FRIST | SAN. KYL. TOMAT PÅLÆKKER | FULDK. PIZZADEJ SALLING | REJER BUKO | FULDKORNSSAND. SALLING | ØKO SMØR LØGISMOSE | SANDWICH RUGBRØ LEVEBRØD,False,,,,,success,
2026-06-01 05:23:23,spaghetti carbonara,3.28,250,,3,Spaghetti Carbonara med fløde,Spaghetti og torsk med parmaskinke,"Pasta med grønt, bacon og hytteost",chain_of_thought,2,5712878202008 | 5712876101587 | 5707196214345 | 5712874349691 | 5704000502285,PANCETTA SALLING PRIN | CHEDDAR SKIVER SALLING | BACON 5-PAK TULIP | BACONPOSTEJ SALLING | BACON-PEBER POSTEJ STRYHNS,2,5712872135173 | 5711953052064 | 5712876101587 | 5707673107276 | 5707196252767,FULDKORNSSAND. SALLING | 45+ ML M. KOM SALLING | CHEDDAR SKIVER SALLING | DANBO 45+ ML SALLING ØKO | HK GRIS/KALV VELSMAG,1,5712878202008 | 5712874349691 | 5704000502285 | 5707196214345,PANCETTA SALLING PRIN | BACONPOSTEJ SALLING | BACON-PEBER POSTEJ STRYHNS | BACON 5-PAK TULIP,False,,,,,success,
2026-06-01 05:23:46,brownie,2.54,250,,3,Brownie,Brownie med søde kartofler,Sweet potato brownie,chain_of_thought,1,5712877055537 | 5701043001010 | 5701012523789 | 5701977002466 | 5712878239035 | 5712875381836 | 5701012408499 | 5710328002277 | 5712874603977 | 5701205001568,BUTTERDEJ NÆMT | ØKO. SMØRBAR BAKKEDAL | MØRKT RUGBRØD GAMLE MØLLE | SMØRBAR SILVER NATURLI | SOLSIKKERUGBRØD ØGO | SOLSIKKESTYKKER GAMLE MØLLE | SOLSIKKERUGBRØD GAMLE MØLLE | ØKO SMØR LØGISMOSE | KRYDDERBOLLER FK GAMLE MØLLE | DGR. SOLSIKKE DET GODE,2,42373261 | 5712878239035 | 5713307900045 | 5701246102835 | 5712874603977 | 5701205001568 | 5712878239011 | 5712872136071 | 5712874935283 | 5712874603960,MIX VAN/CHOCO MÜLLER | SOLSIKKERUGBRØD ØGO | CHIAGRØD M/ MANGO THE PROTEIN KITCHEN | SOLSIKKE KOHBERG | KRYDDERBOLLER FK GAMLE MØLLE | DGR. SOLSIKKE DET GODE | SOLSIKKERUGBRØD SALLING ØKO | KRYDDERBOLLER SALLING | SURDEJSBOLLER SALLING ØKO | KRYDDERBOLLER GAMLE MØLLE,1,5712874603977 | 5701043001010 | 5712874603960 | 5712877979406 | 5712874603953 | 5712872136071,KRYDDERBOLLER FK GAMLE MØLLE | ØKO. SMØRBAR BAKKEDAL | KRYDDERBOLLER GAMLE MØLLE | FLAMMKUCHEN SALLING | GULERODSBOLLER GAMLE MØLLE | KRYDDERBOLLER SALLING,False,,,,,success,
2026-06-01 05:24:05,tomatsuppe,3.44,250,,3,Tomatsuppe med kylling og grillet peberfrugt,Hurtig tomatsuppe med kylling og spidskål,Krabbesuppe af egen fangst ,chain_of_thought,2,5707196357332 | 5704080960333 | 5712872135173,SAN. KYL. TOMAT PÅLÆKKER | KYL.BRYST T. 1H 3 STJERNET | FULDKORNSSAND. SALLING,2,5707196357332 | 5712872135173 | 5704080960333 | 5712877263307 | 5712878118514,SAN. KYL. TOMAT PÅLÆKKER | FULDKORNSSAND. SALLING | KYL.BRYST T. 1H 3 STJERNET | RUNDE HVEDESTYK SALLING | MIDDELHAVSBRØD SALLING PRIN,2,5704000521057 | 5707196357332 | 5712873949342 | 5712872135173 | 5701205010096,KRABBESALAT SØNDER FRIST | SAN. KYL. TOMAT PÅLÆKKER | FULDK. PIZZADEJ SALLING | FULDKORNSSAND. SALLING | SANDWICH RUGBRØ LEVEBRØD,False,,,,,success,
2026-06-01 05:25:10,spaghetti carbonara,3.27,250,,3,Spaghetti Carbonara med fløde,Spaghetti og torsk med parmaskinke,"Pasta med grønt, bacon og hytteost",default,2,5712878202008 | 5712876101587 | 5707196214345 | 5712874349691 | 5704000502285,PANCETTA SALLING PRIN | CHEDDAR SKIVER SALLING | BACON 5-PAK TULIP | BACONPOSTEJ SALLING | BACON-PEBER POSTEJ STRYHNS,2,5712872135173 | 5711953052064 | 5712876101587 | 5707673107276 | 5707196252767,FULDKORNSSAND. SALLING | 45+ ML M. KOM SALLING | CHEDDAR SKIVER SALLING | DANBO 45+ ML SALLING ØKO | HK GRIS/KALV VELSMAG,1,5712878202008 | 5712874349691 | 5704000502285 | 5707196214345,PANCETTA SALLING PRIN | BACONPOSTEJ SALLING | BACON-PEBER POSTEJ STRYHNS | BACON 5-PAK TULIP,False,,,,,success,
2026-06-01 05:25:52,brownie,2.68,250,,3,Brownie,Brownie med søde kartofler,Sweet potato brownie,default,1,5712877055537 | 5701043001010 | 5701012523789 | 5701977002466 | 5712878239035 | 5712875381836 | 5701012408499 | 5710328002277 | 5712874603977 | 5701205001568,BUTTERDEJ NÆMT | ØKO. SMØRBAR BAKKEDAL | MØRKT RUGBRØD GAMLE MØLLE | SMØRBAR SILVER NATURLI | SOLSIKKERUGBRØD ØGO | SOLSIKKESTYKKER GAMLE MØLLE | SOLSIKKERUGBRØD GAMLE MØLLE | ØKO SMØR LØGISMOSE | KRYDDERBOLLER FK GAMLE MØLLE | DGR. SOLSIKKE DET GODE,2,42373261 | 5712878239035 | 5713307900045 | 5701246102835 | 5712874603977 | 5701205001568 | 5712878239011 | 5712872136071 | 5712874935283 | 5712874603960,MIX VAN/CHOCO MÜLLER | SOLSIKKERUGBRØD ØGO | CHIAGRØD M/ MANGO THE PROTEIN KITCHEN | SOLSIKKE KOHBERG | KRYDDERBOLLER FK GAMLE MØLLE | DGR. SOLSIKKE DET GODE | SOLSIKKERUGBRØD SALLING ØKO | KRYDDERBOLLER SALLING | SURDEJSBOLLER SALLING ØKO | KRYDDERBOLLER GAMLE MØLLE,1,5712874603977 | 5701043001010 | 5712874603960 | 5712877979406 | 5712874603953 | 5712872136071,KRYDDERBOLLER FK GAMLE MØLLE | ØKO. SMØRBAR BAKKEDAL | KRYDDERBOLLER GAMLE MØLLE | FLAMMKUCHEN SALLING | GULERODSBOLLER GAMLE MØLLE | KRYDDERBOLLER SALLING,False,,,,,success,
2026-06-01 05:26:07,tomatsuppe,3.44,250,,3,Tomatsuppe med kylling og grillet peberfrugt,Hurtig tomatsuppe med kylling og spidskål,Krabbesuppe af egen fangst ,default,2,5707196357332 | 5704080960333 | 5712872135173,SAN. KYL. TOMAT PÅLÆKKER | KYL.BRYST T. 1H 3 STJERNET | FULDKORNSSAND. SALLING,2,5707196357332 | 5712872135173 | 5704080960333 | 5712877263307 | 5712878118514,SAN. KYL. TOMAT PÅLÆKKER | FULDKORNSSAND. SALLING | KYL.BRYST T. 1H 3 STJERNET | RUNDE HVEDESTYK SALLING | MIDDELHAVSBRØD SALLING PRIN,3,5704000521057 | 5707196357332 | 5712873949342 | 5711953140334 | 5712872135173 | 5710328002277 | 5701205010096,KRABBESALAT SØNDER FRIST | SAN. KYL. TOMAT PÅLÆKKER | FULDK. PIZZADEJ SALLING | REJER BUKO | FULDKORNSSAND. SALLING | ØKO SMØR LØGISMOSE | SANDWICH RUGBRØ LEVEBRØD,False,,,,,success,
2026-06-01 08:04:36,noget dansk sommerligt,3.59,81,Netto Danmarksgd. Aalborg | føtex Aalborg,3,Sparkling koldskål,Fløde med jordbær ,Hyldeblomstmarinerede jordbær med råcreme,default,0,5712872143253,FULDK KRYDDERBO SALLING,0,5712872143253,FULDK KRYDDERBO SALLING,0,,,True,min,15,Østre Havnegade 5,,success,
2026-06-01 08:05:11,noget asiatisk aftensmad,2.35,81,Netto Danmarksgd. Aalborg | føtex Aalborg,3,Bao buns med chilistegte svampe,Bao med chilistegt kylling,Banh Mi salat ,default,2,5712872143253 | 5701012824381 | 5712872135173 | 5701205005320,FULDK KRYDDERBO SALLING | HAMBURGERBOLLER SALLING | FULDKORNSSAND. SALLING | FULDKORNSBOL. LEVEBRØD,2,5712872143253 | 5712875502828,FULDK KRYDDERBO SALLING | YOGHURT BANAN SALLING ØKO,3,5712872143253 | 5712872135173,FULDK KRYDDERBO SALLING | FULDKORNSSAND. SALLING,True,min,15,Østre Havnegade 5,,success,
2026-06-01 08:08:11,italiensk pasta,2.68,0,,3,Pasta-bix,Pasta alla Puttanesca,Italiensk pastasalat,default,0,,,0,,,0,,,True,km,1.5,roskilde,,success,
2026-06-01 11:47:22,tortillas,2.33,355,,3,Hjemmebagte tortillas,Tortillas med bønnesalat,Tortillapizza,default,0,5712873949380 | 5712873949342 | 5712877979406 | 5712875224539 | 5701205005320 | 5712872135173 | 5701012824381 | 5712877025684 | 5701071001181 | 5712872135197,PØLSEHORNSDEJ SALLING | FULDK. PIZZADEJ SALLING | FLAMMKUCHEN SALLING | PIZZADEJ SALLING ØKO | FULDKORNSBOL. LEVEBRØD | FULDKORNSSAND. SALLING | HAMBURGERBOLLER SALLING | BURGER PRETZELS SAL PRINCIP | HVEDE SANDWICH SALLING | HVEDE SANDWICH SALLING,1,5712872135173 | 5703855101476 | 5711953036583 | 5712872143253 | 5712874624149 | 5712877899940 | 5701071001181 | 5712872135197 | 5712873949342 | 5712878118514,FULDKORNSSAND. SALLING | MEXI TOPPING FALENGREEN | HVID M. CHILI CASTELLO | FULDK KRYDDERBO SALLING | KYLL. TERN SALLING | KYLLINGSTRIMLER SALLING | HVEDE SANDWICH SALLING | HVEDE SANDWICH SALLING | FULDK. PIZZADEJ SALLING | MIDDELHAVSBRØD SALLING PRIN,3,5711953036583 | 5712872135173 | 5712873949342 | 5703855101476 | 5712878291538 | 5712878291552 | 5712877164659,HVID M. CHILI CASTELLO | FULDKORNSSAND. SALLING | FULDK. PIZZADEJ SALLING | MEXI TOPPING FALENGREEN | TORTELLONI SALLING ØKO | TORTELLONI SALLING ØKO | FULDKORNSBUND PRINCIP,False,,,,,success,
2026-06-01 11:47:58,hvidløgsbrød,1.07,355,,,,,,default,,,,,,,,,,False,,,,,failed,pipeline
2026-06-01 11:48:03,hvidløgsbrød,1.8,355,,3,Hvidløgsflutes,Hvidløgssauce,Nemme ostebrød,default,0,5712873949380 | 5712873949342 | 5712875224591 | 5712877055537 | 5712872143253 | 5701205005320 | 5701071001181 | 5712872135197 | 5712877263307 | 5712875224539,PØLSEHORNSDEJ SALLING | FULDK. PIZZADEJ SALLING | PIZZADEJ ØGO | BUTTERDEJ NÆMT | FULDK KRYDDERBO SALLING | FULDKORNSBOL. LEVEBRØD | HVEDE SANDWICH SALLING | HVEDE SANDWICH SALLING | RUNDE HVEDESTYK SALLING | PIZZADEJ SALLING ØKO,0,5712872143253 | 5701012824381 | 5712877263307 | 5712878291538 | 5712878291552 | 5712873949342 | 5712872136071 | 5712875224539 | 5712874603960 | 5712875224591,FULDK KRYDDERBO SALLING | HAMBURGERBOLLER SALLING | RUNDE HVEDESTYK SALLING | TORTELLONI SALLING ØKO | TORTELLONI SALLING ØKO | FULDK. PIZZADEJ SALLING | KRYDDERBOLLER SALLING | PIZZADEJ SALLING ØKO | KRYDDERBOLLER GAMLE MØLLE | PIZZADEJ ØGO,1,5712876101587 | 5712872143253 | 5711953036583 | 5701012824381 | 7042961006274 | 5712872136071 | 5701205010102 | 5711953034114 | 5712872136057 | 5711953204524,CHEDDAR SKIVER SALLING | FULDK KRYDDERBO SALLING | HVID M. CHILI CASTELLO | HAMBURGERBOLLER SALLING | SKIVE CHEDDAR PROTEIN LAB | KRYDDERBOLLER SALLING | MUMS TEBOLLER DET GODE | 45+ ML SKIVER RIBERHUS | GULERODSBOLLER SALLING | DANBO ML45+ KLOVBORG,False,,,,,success,
2026-06-01 11:48:20,brownie,2.75,355,,3,Brownie,Brownie med søde kartofler,Sweet potato brownie,default,1,5712877055537 | 5701043001010 | 5701012523789 | 5701977002466 | 5712878239035 | 5712875381836 | 5701012408499 | 5710328002277 | 5701205001568 | 5712874603960,BUTTERDEJ NÆMT | ØKO. SMØRBAR BAKKEDAL | MØRKT RUGBRØD GAMLE MØLLE | SMØRBAR SILVER NATURLI | SOLSIKKERUGBRØD ØGO | SOLSIKKESTYKKER GAMLE MØLLE | SOLSIKKERUGBRØD GAMLE MØLLE | ØKO SMØR LØGISMOSE | DGR. SOLSIKKE DET GODE | KRYDDERBOLLER GAMLE MØLLE,4,5711953173462 | 42373261 | 5712878239035 | 5713307900045 | 5701246102835 | 5701205001568 | 5712878239011 | 5712872143253 | 5712872136071 | 7350000552874,SKYR M/ VANILJE CHEASY | MIX VAN/CHOCO MÜLLER | SOLSIKKERUGBRØD ØGO | CHIAGRØD M/ MANGO THE PROTEIN KITCHEN | SOLSIKKE KOHBERG | DGR. SOLSIKKE DET GODE | SOLSIKKERUGBRØD SALLING ØKO | FULDK KRYDDERBO SALLING | KRYDDERBOLLER SALLING | BLÅBÆR DRIK YOPRO,1,5701043001010 | 5712874603960 | 5712877979406 | 5712874603953 | 5712872136071 | 5712872143253,ØKO. SMØRBAR BAKKEDAL | KRYDDERBOLLER GAMLE MØLLE | FLAMMKUCHEN SALLING | GULERODSBOLLER GAMLE MØLLE | KRYDDERBOLLER SALLING | FULDK KRYDDERBO SALLING,False,,,,,success,
2026-06-01 11:49:05,ceasar salat,2.67,355,,3,Kyllingesalat og hvidløgsbrød med ost,Waldorfsalat,"Salat med vilde ris, bønner og citron",default,2,5712873432271 | 5712877899940 | 5712877579507 | 5704080960333 | 5707196154634 | 5712878092470 | 5712878118514 | 5704080960258 | 5712877939516 | 5704080960227,KYLLINGE SPYD SALLING | KYLLINGSTRIMLER SALLING | KYLLINGEBRYST SALLING | KYL.BRYST T. 1H 3 STJERNET | KYLLINGEFILET PÅLÆKKER | KRYDRET KYLLING NÆMT | MIDDELHAVSBRØD SALLING PRIN | S.KYL. 1H 3 STJERNET | HØNSESALAT SALLING | KYLLINGEPØL. 1H 3 STJERNET,1,5703985054338 | 5701852266822 | 5712873949380 | 5704000476340 | 5712878094252 | 5712872143253,CREME FRAI. 38% SALLING ØKO | ØKO FRAICHE 9% SALLING ØKO | PØLSEHORNSDEJ SALLING | FRUGTSALAT K-SALAT | PERSILLE PESTO SALLING | FULDK KRYDDERBO SALLING,1,5712872135173 | 5701012824381 | 5712877899940 | 5712873432271 | 5712878291538 | 5712878291552 | 5712877579507,FULDKORNSSAND. SALLING | HAMBURGERBOLLER SALLING | KYLLINGSTRIMLER SALLING | KYLLINGE SPYD SALLING | TORTELLONI SALLING ØKO | TORTELLONI SALLING ØKO | KYLLINGEBRYST SALLING,False,,,,,success,
2026-06-01 11:50:16,kyllingeret,3.05,355,,3,Gryderet med kylling,Kyllingelevermousse med portvinssky,Kyllingefilet i ovn,default,3,5704080960227 | 5712878092470 | 5707196357332 | 5712877899940 | 5712873432271 | 5704080960333 | 5712877939516 | 5712877579507 | 5711953036583 | 5712872143253,KYLLINGEPØL. 1H 3 STJERNET | KRYDRET KYLLING NÆMT | SAN. KYL. TOMAT PÅLÆKKER | KYLLINGSTRIMLER SALLING | KYLLINGE SPYD SALLING | KYL.BRYST T. 1H 3 STJERNET | HØNSESALAT SALLING | KYLLINGEBRYST SALLING | HVID M. CHILI CASTELLO | FULDK KRYDDERBO SALLING,1,5704000502285 | 5712877665637 | 5704080960227 | 5712874349691 | 5707196359916 | 5704080960333 | 5704000502292 | 5704000502377 | 5704000502476 | 5710607033015,BACON-PEBER POSTEJ STRYHNS | KYLLINGEPOSTEJ ØGO FRILAND | KYLLINGEPØL. 1H 3 STJERNET | BACONPOSTEJ SALLING | KYLLINGEPOSTEJ ØKO FRILAND | KYL.BRYST T. 1H 3 STJERNET | FRANSK LET POST STRYHNS | FRANSK POSTEJ STRYHNS | FRANSK LEVERPOSTEJ STRYHNS | FRANSK POSTEJ BORHOLMER,1,252916 | 5704080960333 | 5712878092470 | 5704080960227 | 5712877579507 | 5712873432271 | 5704080960258 | 5707196093254 | 5712877939516,"GRILLBAKKE BEN,PØLSE,KOT | KYL.BRYST T. 1H 3 STJERNET | KRYDRET KYLLING NÆMT | KYLLINGEPØL. 1H 3 STJERNET | KYLLINGEBRYST SALLING | KYLLINGE SPYD SALLING | S.KYL. 1H 3 STJERNET | KYLLINGEBRYST DEN GRØNNE SLAGTER | HØNSESALAT SALLING",False,,,,,success,
2026-06-02 09:38:51,Hvidløgsbrød,3.82,352,,3,Hvidløgsflutes,Hvidløgssauce,Nemme ostebrød,zero_shot,0,5712875224591 | 5712877055537 | 5701205005559 | 5712872143253 | 5701205005320 | 5701205007195 | 5701071001181 | 5712872135197 | 5712877263307 | 5712875224539,PIZZADEJ ØGO | BUTTERDEJ NÆMT | MULTIKER.BOLLER LEVEBRØD | FULDK KRYDDERBO SALLING | FULDKORNSBOL. LEVEBRØD | SKYRBOLLE LEVEBRØD | HVEDE SANDWICH SALLING | HVEDE SANDWICH SALLING | RUNDE HVEDESTYK SALLING | PIZZADEJ SALLING ØKO,0,5712872143253 | 5712877263307 | 5701977003203 | 5712872136071 | 5712875224539 | 5712874603960 | 5712875224591 | 5712877025684,FULDK KRYDDERBO SALLING | RUNDE HVEDESTYK SALLING | HAKKET GRØNT NATURLI | KRYDDERBOLLER SALLING | PIZZADEJ SALLING ØKO | KRYDDERBOLLER GAMLE MØLLE | PIZZADEJ ØGO | BURGER PRETZELS SAL PRINCIP,0,5712876101587 | 5712872143253 | 5712873999064 | 5701205007195 | 5712872136071 | 5711953034114 | 5712872136057 | 5711953204524 | 5711953151521 | 5711953204500,CHEDDAR SKIVER SALLING | FULDK KRYDDERBO SALLING | RØD CHEDDAR SALLING | SKYRBOLLE LEVEBRØD | KRYDDERBOLLER SALLING | 45+ ML SKIVER RIBERHUS | GULERODSBOLLER SALLING | DANBO ML45+ KLOVBORG | 45+ ML KLOVBORG | SVENSØ 45+ KLOVBORG,False,,,,,success,
2026-06-02 09:40:00,Lasagne,3.05,352,,3,Klassisk lasagne,Kyllingelasagne ,Lasagnesuppe,CoT_2,0,5711953052064 | 5712876523235 | 5712878529037 | 5712872143253,45+ ML M. KOM SALLING | OKSEBRYST SALLING | IT. ANTIPASTI 150G SALLING | FULDK KRYDDERBO SALLING,0,5704080960227 | 5704000520937 | 5712877579507 | 5712873432271 | 5704080960258 | 5710326023861,KYLLINGEPØL. 1H 3 STJERNET | KYLLING M. CHI SØNDER FRIST | KYLLINGEBRYST SALLING | KYLLINGE SPYD SALLING | S.KYL. 1H 3 STJERNET | MASCARPONE NORA,0,5701977003203 | 5712872143253 | 5707196252767 | 5712873769315 | 5710326023861 | 5707196301618,HAKKET GRØNT NATURLI | FULDK KRYDDERBO SALLING | HK GRIS/KALV VELSMAG | MOZZARELLA SALLING ØKO | MASCARPONE NORA | HK. GRIS/KALV 4-7% VELSMAG,False,,,,,success,
2026-06-02 09:40:23,Hvidløgsbrød,1.66,352,,3,Hvidløgsflutes,Hvidløgssauce,Nemme ostebrød,CoT_2,0,5712875224591 | 5712877055537 | 5701205005559 | 5712872143253 | 5701205005320 | 5701205007195 | 5701071001181 | 5712872135197 | 5712877263307 | 5712875224539,PIZZADEJ ØGO | BUTTERDEJ NÆMT | MULTIKER.BOLLER LEVEBRØD | FULDK KRYDDERBO SALLING | FULDKORNSBOL. LEVEBRØD | SKYRBOLLE LEVEBRØD | HVEDE SANDWICH SALLING | HVEDE SANDWICH SALLING | RUNDE HVEDESTYK SALLING | PIZZADEJ SALLING ØKO,0,5712872143253 | 5712877263307 | 5701977003203 | 5712872136071 | 5712875224539 | 5712874603960 | 5712875224591 | 5712877025684,FULDK KRYDDERBO SALLING | RUNDE HVEDESTYK SALLING | HAKKET GRØNT NATURLI | KRYDDERBOLLER SALLING | PIZZADEJ SALLING ØKO | KRYDDERBOLLER GAMLE MØLLE | PIZZADEJ ØGO | BURGER PRETZELS SAL PRINCIP,0,5712876101587 | 5712872143253 | 5712873999064 | 5701205007195 | 5712872136071 | 5711953034114 | 5712872136057 | 5711953204524 | 5711953151521 | 5711953204500,CHEDDAR SKIVER SALLING | FULDK KRYDDERBO SALLING | RØD CHEDDAR SALLING | SKYRBOLLE LEVEBRØD | KRYDDERBOLLER SALLING | 45+ ML SKIVER RIBERHUS | GULERODSBOLLER SALLING | DANBO ML45+ KLOVBORG | 45+ ML KLOVBORG | SVENSØ 45+ KLOVBORG,False,,,,,success,
2026-06-02 09:40:52,Kotelleter i fad,3.15,352,,3,Kalvekoteletter med balsamico og glaserede grøntsager,Kyllingelår i fad,Sorte gryde,CoT_2,2,257809 | 8711118034284 | 5707196280654 | 5707196284447 | 5707196252767,KOTELETTER | KARTOFLER PEKA | FLÆSK I SKIVER VELSMAG | KOTELETTER ØGO | HK GRIS/KALV VELSMAG,2,5712873432271 | 5704080960227 | 5704080960302 | 5708330005065 | 5704000501974,KYLLINGE SPYD SALLING | KYLLINGEPØL. 1H 3 STJERNET | KYLLING OG OKSE 3-STJERNET | KYLLINGEPØLSER ØGO | HØNSESALAT GRAASTEN,2,5707196372533 | 5707196277562 | 5707196301618 | 5707196252767 | 5729100106294 | 5712876523235 | 5707196276237 | 5704080960302 | 5707196276213 | 8711118034284,ROASTBEEF PÅLÆKKER | HK. GRIS/KALV 8-12% VELSMAG | HK. GRIS/KALV 4-7% VELSMAG | HK GRIS/KALV VELSMAG | MAR. NAKKEFILET VELSMAG | OKSEBRYST SALLING | GRIS/KALV 8-12% SLAGTEREN | KYLLING OG OKSE 3-STJERNET | GRIS/KALV 4-7% SLAGTEREN | KARTOFLER PEKA,False,,,,,success,
